T_Air,Q_Hou,PPV,PEL,QTWW,Tp,Tmin,f
11.12275476158149,364.32877205307,0.0,0.11444531525904311,0.0,0.0,0.0,0.0
11.022549763729405,376.3150047053248,0.0,0.13581985881485942,0.0,0.0,0.0,0.0
10.92234476587732,388.3012373575795,0.0,0.1571944023706757,0.0,0.0,0.0,0.0
11.147806011044512,375.7743947469678,18.10527123101638,0.1382719210857124,0.0,0.0,0.0,0.0
11.373267256211705,363.24755213635603,36.21054246203276,0.11934943980074914,0.0,0.0,0.0,0.0
11.598728501378897,350.7207095257443,54.315813693049144,0.10042695851578586,0.0,0.0,0.0,0.0
11.82418974654609,338.1938669151326,72.42108492406553,0.08150447723082258,0.0,0.0,0.0,0.0
12.625829729362774,307.9517185779064,130.15614127717492,0.41703339861259625,0.0,0.0,0.0,0.0
13.427469712179457,277.70957024068014,187.8911976302843,0.7525623199943698,0.105,25.0,25.0,0.2
14.22910969499614,247.4674219034539,245.6262539833937,1.0880912413761437,0.0,0.0,0.0,0.0
15.030749677812825,217.22527356622766,303.3613103365031,1.4236201627579173,0.105,25.0,25.0,0.2
15.982697157407637,197.92496194460333,536.2189134357858,1.4593730550394834,0.105,25.0,25.0,0.2
16.93464463700245,178.624650322979,769.0765165350685,1.4951259473210494,0.0,0.0,0.0,0.0
17.886592116597264,159.3243387013547,1001.9341196343512,1.5308788396026156,0.0,0.0,0.0,0.0
18.838539596192074,140.02402707973036,1234.7917227336338,1.5666317318841818,0.0,0.0,0.0,0.0
19.43976958330459,108.25967016396437,1479.922639728105,1.3438024348614754,0.0,0.0,0.0,0.0
20.0409995704171,76.49531324819839,1725.053556722576,1.1209731378387693,0.0,0.0,0.0,0.0
20.64222955752961,44.730956332432385,1970.1844737170472,0.898143840816063,0.0,0.0,0.0,0.0
21.243459544642125,12.966599416666403,2215.3153907115184,0.6753145437933568,0.0,0.0,0.0,0.0
21.594177037124425,16.584226441380718,2409.4284853866166,0.9573628231604456,0.0,0.0,0.0,0.0
21.944894529606724,20.201853466095034,2603.5415800617143,1.2394111025275345,0.105,25.0,25.0,0.2
22.295612022089024,23.819480490809347,2797.654674736812,1.5214593818946232,0.0,0.0,0.0,0.0
22.646329514571324,27.437107515523664,2991.76776941191,1.803507661261712,0.0,0.0,0.0,0.0
23.072200755442687,26.55791293452144,3118.4049249006366,1.4980768551262182,0.105,10.0,25.0,0.2
23.498071996314053,25.678718353519216,3245.042080389363,1.1926460489907245,0.0,0.0,0.0,0.0
23.923943237185416,24.79952377251699,3371.67923587809,0.8872152428552307,0.315,55.0,10.0,3.0
24.34981447805678,23.920329191514767,3498.3163913668163,0.5817844367197368,0.0,0.0,0.0,0.0
24.57527572322397,21.495422466224046,3558.9142990826776,0.5507586978188346,0.0,0.0,0.0,0.0
24.800736968391163,19.070515740933324,3619.512206798539,0.5197329589179323,0.0,0.0,0.0,0.0
25.026198213558352,16.6456090156426,3680.1101145144003,0.48870722001703,0.0,0.0,0.0,0.0
25.251659458725545,14.220702290351879,3740.7080222302616,0.4576814811161277,0.0,0.0,0.0,0.0
25.401966955503674,10.665526717763909,3721.9641217452017,0.7284851982107728,0.105,40.0,10.0,0.2
25.5522744522818,7.110351145175939,3703.2202212601424,0.999288915305418,0.105,25.0,25.0,0.2
25.70258194905993,3.55517557258797,3684.4763207750825,1.270092632400063,0.105,25.0,25.0,0.2
25.85288944583806,0.0,3665.7324202900227,1.5408963494947083,0.0,0.0,0.0,0.0
25.902991944764103,0.0,3575.1592471668023,1.3204432439686842,0.0,0.0,0.0,0.0
25.953094443690144,0.0,3484.586074043582,1.09999013844266,0.0,0.0,0.0,0.0
26.003196942616185,0.0,3394.012900920362,0.8795370329166358,0.0,0.0,0.0,0.0
26.05329944154223,0.0,3303.4397277971416,0.6590839273906116,0.105,25.0,25.0,0.2
25.978145693153166,0.0,3133.874176836282,0.55179286049016,0.0,0.0,0.0,0.0
25.9029919447641,0.0,2964.308625875423,0.4445017935897083,0.0,0.0,0.0,0.0
25.827838196375033,0.0,2794.7430749145633,0.33721072668925667,0.0,0.0,0.0,0.0
25.75268444798597,0.0,2625.1775239537037,0.22991965978880505,0.0,0.0,0.0,0.0
25.527223202818778,0.0,2389.2858301006668,0.23158843006338514,0.0,0.0,0.0,0.0
25.301761957651586,0.0,2153.3941362476294,0.23325720033796524,0.105,40.0,40.0,0.13
25.076300712484397,0.0,1917.5024423945924,0.23492597061254533,0.105,40.0,40.0,0.13
24.850839467317204,0.0,1681.6107485415553,0.23659474088712543,0.0,0.0,0.0,0.0
24.149404482352605,0.0,1397.6846917264184,0.24622459707636554,0.0,0.0,0.0,0.0
23.44796949738801,0.0,1113.7586349112812,0.2558544532656057,0.105,25.0,25.0,0.2
22.74653451242341,0.0,829.8325780961442,0.2654843094548458,3.605,40.0,10.0,6.87
22.04509952745881,0.0,545.9065212810073,0.2751141656440859,0.0,0.0,0.0,0.0
21.268510794105147,18.683285032488012,409.4298909607554,0.4517762132974581,0.105,25.0,25.0,0.2
20.491922060751484,37.366570064976024,272.95326064050363,0.6284382609508303,0.105,25.0,25.0,0.2
19.71533332739782,56.04985509746403,136.47663032025184,0.8051003086042023,1.4,40.0,40.0,2.67
18.938744594044156,74.73314012995205,0.0,0.9817623562575747,0.105,25.0,25.0,0.2
18.537924602635815,95.22645017687834,0.0,0.9450295591607133,0.0,0.0,0.0,0.0
18.137104611227475,115.71976022380466,0.0,0.9082967620638519,0.0,0.0,0.0,0.0
17.736284619819134,136.21307027073095,0.0,0.8715639649669905,0.105,25.0,25.0,0.2
17.335464628410794,156.70638031765725,0.0,0.8348311678701291,0.0,0.0,0.0,0.0
17.160105882169645,131.79098939323742,0.0,0.8084837785710947,0.0,0.0,0.0,0.0
16.984747135928494,106.87559846881759,0.0,0.7821363892720601,0.105,25.0,25.0,0.2
16.809388389687342,81.96020754439775,0.0,0.7557889999730256,0.0,0.0,0.0,0.0
16.634029643446194,57.04481661997792,0.0,0.7294416106739912,0.735,55.0,10.0,0.93
16.408568398279,58.73792997466852,0.0,0.6584983750155337,0.105,25.0,25.0,0.2
16.18310715311181,60.43104332935911,0.0,0.5875551393570762,0.0,0.0,0.0,0.0
15.957645907944615,62.12415668404971,0.0,0.5166119036986185,3.605,40.0,10.0,6.87
15.732184662777422,63.817270038740304,0.0,0.4456686680401611,0.0,0.0,0.0,0.0
15.48167216814721,67.57448214033292,0.0,0.4163403792324303,0.0,0.0,0.0,0.0
15.231159673516995,71.33169424192552,0.0,0.3870120904246994,0.0,0.0,0.0,0.0
14.98064717888678,75.08890634351812,0.0,0.35768380161696856,0.0,0.0,0.0,0.0
14.730134684256567,78.84611844511073,0.0,0.32835551280923775,0.0,0.0,0.0,0.0
14.629929686404482,84.631726799391,0.0,0.2637672214225133,0.0,0.0,0.0,0.0
14.529724688552397,90.41733515367127,0.0,0.19917893003578885,0.0,0.0,0.0,0.0
14.429519690700312,96.20294350795155,0.0,0.1345906386490644,0.105,25.0,25.0,0.2
14.329314692848227,101.98855186223182,0.0,0.07000234726233992,0.0,0.0,0.0,0.0
13.65293095734665,386.57618422585324,0.0,0.07000470585180785,0.0,0.0,0.0,0.0
12.976547221845072,671.1638165894747,0.0,0.07000706444127576,0.0,0.0,0.0,0.0
12.300163486343495,955.7514489530961,0.0,0.07000942303074367,0.0,0.0,0.0,0.0
11.623779750841917,1240.3390813167175,0.0,0.0700117816202116,0.0,0.0,0.0,0.0
11.548626002452853,1251.859750143113,0.0,0.09729704993256169,0.0,0.0,0.0,0.0
11.47347225406379,1263.3804189695084,0.0,0.1245823182449118,0.0,0.0,0.0,0.0
11.398318505674727,1274.9010877959038,0.0,0.1518675865572619,0.0,0.0,0.0,0.0
11.323164757285662,1286.4217566222992,0.0,0.179152854869612,0.0,0.0,0.0,0.0
11.348216006748682,1297.4188009290629,0.0,0.1761300903263443,0.0,0.0,0.0,0.0
11.373267256211705,1308.4158452358265,0.0,0.17310732578307664,0.0,0.0,0.0,0.0
11.398318505674727,1319.4128895425902,0.0,0.17008456123980897,0.0,0.0,0.0,0.0
11.423369755137747,1330.4099338493538,0.0,0.16706179669654128,0.0,0.0,0.0,0.0
11.423369755137747,1342.6040983643998,0.0,0.14319466718472634,0.0,0.0,0.0,0.0
11.423369755137747,1354.7982628794455,0.0,0.11932753767291143,0.0,0.0,0.0,0.0
11.423369755137747,1366.9924273944912,0.0,0.09546040816109651,0.0,0.0,0.0,0.0
11.423369755137747,1379.1865919095371,0.0,0.07159327864928158,0.0,0.0,0.0,0.0
11.373267256211705,1392.317301916972,0.0,0.07129137032943465,0.0,0.0,0.0,0.0
11.32316475728566,1405.4480119244067,0.0,0.07098946200958772,0.0,0.0,0.0,0.0
11.273062258359618,1418.5787219318413,0.0,0.07068755368974079,0.0,0.0,0.0,0.0
11.222959759433575,1431.709431939276,0.0,0.07038564536989386,0.0,0.0,0.0,0.0
11.172857260507532,1436.7443234963835,0.0,0.09160226183703286,0.0,0.0,0.0,0.0
11.12275476158149,1441.779215053491,0.0,0.11281887830417187,0.0,0.0,0.0,0.0
11.072652262655447,1446.8141066105984,0.0,0.13403549477131088,0.0,0.0,0.0,0.0
11.022549763729405,1451.8489981677058,0.0,0.15525211123844987,0.0,0.0,0.0,0.0
11.147806011044512,1438.898403230938,56.02588014022193,0.433653959796793,0.0,0.0,0.0,0.0
11.27306225835962,1425.94780829417,112.05176028044386,0.7120558083551362,0.0,0.0,0.0,0.0
11.398318505674725,1412.997213357402,168.07764042066577,0.9904576569134793,0.0,0.0,0.0,0.0
11.523574752989832,1400.046618420634,224.10352056088772,1.2688595054718226,0.105,25.0,25.0,0.2
11.64883100030494,1368.4355858764832,310.48006420384473,1.3913133770846604,0.0,0.0,0.0,0.0
11.774087247620045,1336.824553332332,396.8566078468017,1.5137672486974982,0.0,0.0,0.0,0.0
11.899343494935152,1305.213520788181,483.2331514897587,1.6362211203103358,0.105,25.0,25.0,0.2
12.02459974225026,1273.6024882440302,569.6096951327157,1.7586749919231737,3.605,40.0,10.0,6.87
12.099753490639324,1186.0213809339632,628.9299435020517,1.8220335768369964,0.0,0.0,0.0,0.0
12.17490723902839,1098.4402736238962,688.2501918713876,1.885392161750819,0.0,0.0,0.0,0.0
12.250060987417452,1010.8591663138291,747.5704402407237,1.9487507466646417,0.0,0.0,0.0,0.0
12.325214735806517,923.2780590037621,806.8906886100597,2.0121093315784644,0.0,0.0,0.0,0.0
12.450470983121624,879.3010342633568,946.0264525485157,1.8607805246648126,0.0,0.0,0.0,0.0
12.57572723043673,835.3240095229513,1085.1622164869718,1.7094517177511608,0.0,0.0,0.0,0.0
12.700983477751837,791.3469847825459,1224.2979804254278,1.5581229108375088,0.105,25.0,25.0,0.2
12.826239725066944,747.3699600421405,1363.433744363884,1.406794103923857,0.0,0.0,0.0,0.0
12.976547221845072,754.5972160559058,1436.3157628158497,1.2702040370624013,0.105,25.0,25.0,0.2
13.1268547186232,761.8244720696713,1509.1977812678153,1.1336139702009456,0.0,0.0,0.0,0.0
13.27716221540133,769.0517280834367,1582.079799719781,0.9970239033394899,0.735,55.0,10.0,0.93
13.427469712179457,776.278984097202,1654.9618181717467,0.8604338364780342,0.0,0.0,0.0,0.0
13.753135955198735,717.7344398337136,1728.2182492402324,0.7339873197264195,0.0,0.0,0.0,0.0
14.078802198218012,659.1898955702252,1801.4746803087182,0.607540802974805,0.0,0.0,0.0,0.0
14.40446844123729,600.6453513067368,1874.731111377204,0.48109428622319034,0.105,25.0,25.0,0.2
14.730134684256567,542.1008070432483,1947.9875424456895,0.3546477694715757,0.0,0.0,0.0,0.0
15.055800927275845,498.91142163348474,1865.4713010571302,0.3644524573566511,0.0,0.0,0.0,0.0
15.381467170295124,455.72203622372115,1782.9550596685708,0.3742571452417265,0.0,0.0,0.0,0.0
15.707133413314402,412.5326508139575,1700.4388182800114,0.3840618331268018,0.105,25.0,25.0,0.2
16.03279965633368,369.3432654041939,1617.922576891452,0.3938665210118772,0.0,0.0,0.0,0.0
16.158055903648787,357.56331529809944,1645.5675100879218,0.52604066503369,0.0,0.0,0.0,0.0
16.283312150963894,345.783365192005,1673.2124432843916,0.6582148090555029,0.105,40.0,40.0,0.13
16.408568398279,334.00341508591055,1700.8573764808614,0.7903889530773156,0.0,0.0,0.0,0.0
16.53382464559411,322.2234649798161,1728.5023096773311,0.9225630970991284,0.0,0.0,0.0,0.0
16.03279965633368,327.0797883961602,1625.8353311118556,0.9273466349281944,0.105,25.0,25.0,0.2
15.531774667073254,331.93611181250435,1523.16835254638,0.9321301727572602,0.0,0.0,0.0,0.0
15.030749677812825,336.79243522884843,1420.5013739809044,0.9369137105863261,0.105,25.0,25.0,0.2
14.529724688552397,341.6487586451926,1317.8343954154288,0.941697248415392,0.105,25.0,25.0,0.2
14.479622189626355,356.5767264378544,1144.1517588478089,1.1873330331426861,0.0,0.0,0.0,0.0
14.429519690700312,371.5046942305163,970.4691222801891,1.4329688178699804,1.4,40.0,40.0,2.67
14.37941719177427,386.4326620231781,796.7864857125692,1.6786046025972745,0.105,10.0,25.0,0.2
14.329314692848227,401.36062981583996,623.1038491449493,1.9242403873245686,0.105,25.0,25.0,0.2
14.279212193922184,418.5167968410473,615.9353747777019,1.62384196865807,0.105,25.0,25.0,0.2
14.22910969499614,435.6729638662547,608.7669004104545,1.3234435499915715,0.105,25.0,25.0,0.2
14.179007196070097,452.82913089146206,601.598426043207,1.023045131325073,0.0,0.0,0.0,0.0
14.128904697144055,469.9852979166694,594.4299516759596,0.7226467126585744,0.0,0.0,0.0,0.0
14.22910969499614,487.58774787051755,550.2180591830796,0.6009339310252195,0.0,0.0,0.0,0.0
14.329314692848225,505.1901978243657,506.00616669019973,0.4792211493918648,0.0,0.0,0.0,0.0
14.429519690700312,522.7926477782139,461.79427419731974,0.35750836775850997,0.0,0.0,0.0,0.0
14.529724688552397,540.395097732062,417.5823817044398,0.23579558612515514,0.105,25.0,25.0,0.2
14.629929686404482,573.4010408306458,337.3622736925704,0.3732490125873863,0.0,0.0,0.0,0.0
14.73013468425657,606.4069839292297,257.14216568070094,0.5107024390496174,0.0,0.0,0.0,0.0
14.830339682108654,639.4129270278136,176.9220576688315,0.6481558655118486,0.0,0.0,0.0,0.0
14.93054467996074,672.4188701263973,96.70194965696206,0.7856092919740797,0.0,0.0,0.0,0.0
14.805288432645632,706.5627339097282,72.52646224272155,0.8112362739348831,0.0,0.0,0.0,0.0
14.680032185330525,740.7065976930592,48.35097482848103,0.8368632558956863,0.0,0.0,0.0,0.0
14.55477593801542,774.85046147639,24.175487414240507,0.8624902378564897,0.105,40.0,10.0,0.2
14.429519690700312,808.9943252597209,0.0,0.8881172198172931,0.0,0.0,0.0,0.0
14.429519690700312,896.2659395034855,0.0,0.7881063819920763,0.0,0.0,0.0,0.0
14.429519690700312,983.53755374725,0.0,0.6880955441668595,0.0,0.0,0.0,0.0
14.429519690700312,1070.8091679910144,0.0,0.5880847063416427,0.0,0.0,0.0,0.0
14.429519690700312,1158.080782234779,0.0,0.48807386851642587,0.0,0.0,0.0,0.0
14.329314692848227,1183.3455614364184,0.0,0.431264008955682,0.0,0.0,0.0,0.0
14.22910969499614,1208.6103406380578,0.0,0.37445414939493815,0.315,55.0,10.0,3.0
14.128904697144055,1233.8751198396972,0.0,0.3176442898341943,0.105,40.0,40.0,0.13
14.02869969929197,1259.1398990413365,0.0,0.26083443027345043,0.0,0.0,0.0,0.0
14.003648449828948,1267.2434736572318,0.0,0.3007529683003402,0.0,0.0,0.0,0.0
13.978597200365927,1275.3470482731273,0.0,0.34067150632723,0.105,25.0,25.0,0.2
13.953545950902907,1283.4506228890225,0.0,0.3805900443541198,0.0,0.0,0.0,0.0
13.928494701439885,1291.5541975049177,0.0,0.4205085823810096,0.0,0.0,0.0,0.0
13.928494701439885,1293.02298086221,0.0,0.34666368695202476,0.0,0.0,0.0,0.0
13.928494701439885,1294.4917642195023,0.0,0.2728187915230399,0.0,0.0,0.0,0.0
13.928494701439885,1295.9605475767944,0.0,0.19897389609405505,0.0,0.0,0.0,0.0
13.928494701439885,1297.4293309340867,0.0,0.12512900066507018,0.105,25.0,25.0,0.2
13.728084705735714,1017.4966322402026,0.0,0.1356858257107166,0.0,0.0,0.0,0.0
13.527674710031542,737.5639335463186,0.0,0.14624265075636303,3.605,40.0,10.0,6.87
13.32726471432737,457.63123485243455,0.0,0.15679947580200945,0.0,0.0,0.0,0.0
13.1268547186232,177.69853615855058,0.0,0.16735630084765588,0.0,0.0,0.0,0.0
13.051700970234137,184.35803494200002,0.0,0.14298341108659274,0.0,0.0,0.0,0.0
12.976547221845072,191.01753372544943,0.0,0.11861052132552957,0.0,0.0,0.0,0.0
12.901393473456007,197.67703250889886,0.0,0.09423763156446643,0.0,0.0,0.0,0.0
12.826239725066944,204.3365312923483,0.0,0.06986474180340328,0.0,0.0,0.0,0.0
12.700983477751837,212.1827989859382,0.0,0.08219355809554953,0.0,0.0,0.0,0.0
12.57572723043673,220.0290666795281,0.0,0.09452237438769577,0.0,0.0,0.0,0.0
12.450470983121624,227.87533437311802,0.0,0.10685119067984201,0.0,0.0,0.0,0.0
12.325214735806517,235.72160206670793,0.0,0.11918000697198826,0.0,0.0,0.0,0.0
12.300163486343495,245.09885725878064,0.0,0.11368145151774936,0.0,0.0,0.0,0.0
12.275112236880474,254.47611245085332,0.0,0.10818289606351048,0.0,0.0,0.0,0.0
12.250060987417452,263.853367642926,0.0,0.10268434060927159,0.0,0.0,0.0,0.0
12.22500973795443,273.2306228349987,0.0,0.09718578515503269,0.0,0.0,0.0,0.0
11.999548492787238,290.01204381338914,0.0,0.09081339590312715,0.0,0.0,0.0,0.0
11.774087247620045,306.79346479177957,0.0,0.0844410066512216,0.0,0.0,0.0,0.0
11.548626002452854,323.57488577017006,0.0,0.07806861739931606,0.0,0.0,0.0,0.0
11.323164757285662,340.3563067485605,0.0,0.07169622814741052,0.0,0.0,0.0,0.0
11.222959759433577,352.3425394008152,0.0,0.0930707717032268,0.0,0.0,0.0,0.0
11.12275476158149,364.32877205307,0.0,0.11444531525904311,0.0,0.0,0.0,0.0
11.022549763729405,376.3150047053248,0.0,0.13581985881485942,0.0,0.0,0.0,0.0
10.92234476587732,388.3012373575795,0.0,0.1571944023706757,0.0,0.0,0.0,0.0
11.147806011044512,375.7743947469678,18.10527123101638,0.1382719210857124,0.0,0.0,0.0,0.0
11.373267256211705,363.24755213635603,36.21054246203276,0.11934943980074914,0.0,0.0,0.0,0.0
11.598728501378897,350.7207095257443,54.315813693049144,0.10042695851578586,0.0,0.0,0.0,0.0
11.82418974654609,338.1938669151326,72.42108492406553,0.08150447723082258,0.0,0.0,0.0,0.0
12.625829729362774,307.9517185779064,130.15614127717492,0.41703339861259625,0.0,0.0,0.0,0.0
13.427469712179457,277.70957024068014,187.8911976302843,0.7525623199943698,0.105,25.0,25.0,0.2
14.22910969499614,247.4674219034539,245.6262539833937,1.0880912413761437,0.0,0.0,0.0,0.0
15.030749677812825,217.22527356622766,303.3613103365031,1.4236201627579173,0.105,25.0,25.0,0.2
15.982697157407637,197.92496194460333,536.2189134357858,1.4593730550394834,0.105,25.0,25.0,0.2
16.93464463700245,178.624650322979,769.0765165350685,1.4951259473210494,0.0,0.0,0.0,0.0
17.886592116597264,159.3243387013547,1001.9341196343512,1.5308788396026156,0.0,0.0,0.0,0.0
18.838539596192074,140.02402707973036,1234.7917227336338,1.5666317318841818,0.0,0.0,0.0,0.0
19.43976958330459,108.25967016396437,1479.922639728105,1.3438024348614754,0.0,0.0,0.0,0.0
20.0409995704171,76.49531324819839,1725.053556722576,1.1209731378387693,0.0,0.0,0.0,0.0
20.64222955752961,44.730956332432385,1970.1844737170472,0.898143840816063,0.0,0.0,0.0,0.0
21.243459544642125,12.966599416666403,2215.3153907115184,0.6753145437933568,0.0,0.0,0.0,0.0
21.594177037124425,16.584226441380718,2409.4284853866166,0.9573628231604456,0.0,0.0,0.0,0.0
21.944894529606724,20.201853466095034,2603.5415800617143,1.2394111025275345,0.105,25.0,25.0,0.2
22.295612022089024,23.819480490809347,2797.654674736812,1.5214593818946232,0.0,0.0,0.0,0.0
22.646329514571324,27.437107515523664,2991.76776941191,1.803507661261712,0.0,0.0,0.0,0.0
23.072200755442687,26.55791293452144,3118.4049249006366,1.4980768551262182,0.105,10.0,25.0,0.2
23.498071996314053,25.678718353519216,3245.042080389363,1.1926460489907245,0.0,0.0,0.0,0.0
23.923943237185416,24.79952377251699,3371.67923587809,0.8872152428552307,0.315,55.0,10.0,3.0
24.34981447805678,23.920329191514767,3498.3163913668163,0.5817844367197368,0.0,0.0,0.0,0.0
24.57527572322397,21.495422466224046,3558.9142990826776,0.5507586978188346,0.0,0.0,0.0,0.0
24.800736968391163,19.070515740933324,3619.512206798539,0.5197329589179323,0.0,0.0,0.0,0.0
25.026198213558352,16.6456090156426,3680.1101145144003,0.48870722001703,0.0,0.0,0.0,0.0
25.251659458725545,14.220702290351879,3740.7080222302616,0.4576814811161277,0.0,0.0,0.0,0.0
25.401966955503674,10.665526717763909,3721.9641217452017,0.7284851982107728,0.105,40.0,10.0,0.2
25.5522744522818,7.110351145175939,3703.2202212601424,0.999288915305418,0.105,25.0,25.0,0.2
25.70258194905993,3.55517557258797,3684.4763207750825,1.270092632400063,0.105,25.0,25.0,0.2
25.85288944583806,0.0,3665.7324202900227,1.5408963494947083,0.0,0.0,0.0,0.0
25.902991944764103,0.0,3575.1592471668023,1.3204432439686842,0.0,0.0,0.0,0.0
25.953094443690144,0.0,3484.586074043582,1.09999013844266,0.0,0.0,0.0,0.0
26.003196942616185,0.0,3394.012900920362,0.8795370329166358,0.0,0.0,0.0,0.0
26.05329944154223,0.0,3303.4397277971416,0.6590839273906116,0.105,25.0,25.0,0.2
25.978145693153166,0.0,3133.874176836282,0.55179286049016,0.0,0.0,0.0,0.0
25.9029919447641,0.0,2964.308625875423,0.4445017935897083,0.0,0.0,0.0,0.0
25.827838196375033,0.0,2794.7430749145633,0.33721072668925667,0.0,0.0,0.0,0.0
25.75268444798597,0.0,2625.1775239537037,0.22991965978880505,0.0,0.0,0.0,0.0
25.527223202818778,0.0,2389.2858301006668,0.23158843006338514,0.0,0.0,0.0,0.0
25.301761957651586,0.0,2153.3941362476294,0.23325720033796524,0.105,40.0,40.0,0.13
25.076300712484397,0.0,1917.5024423945924,0.23492597061254533,0.105,40.0,40.0,0.13
24.850839467317204,0.0,1681.6107485415553,0.23659474088712543,0.0,0.0,0.0,0.0
24.149404482352605,0.0,1397.6846917264184,0.24622459707636554,0.0,0.0,0.0,0.0
23.44796949738801,0.0,1113.7586349112812,0.2558544532656057,0.105,25.0,25.0,0.2
22.74653451242341,0.0,829.8325780961442,0.2654843094548458,3.605,40.0,10.0,6.87
22.04509952745881,0.0,545.9065212810073,0.2751141656440859,0.0,0.0,0.0,0.0
21.268510794105147,18.683285032488012,409.4298909607554,0.4517762132974581,0.105,25.0,25.0,0.2
20.491922060751484,37.366570064976024,272.95326064050363,0.6284382609508303,0.105,25.0,25.0,0.2
